Código,NOMBRE DE LUGAR POBLADO,C1,C2
30205004,BRILLANTE,5,13
30205010,LA LOMA EL PANAMÁ,82,183
30205011,JIMÉNEZ (P),7,18
30205012,NUEVO PARAÍSO,31,31
30205013,JIMENITO,5,1
30205015,LA CUCHARA,6,5
30205016,LAS MARGARITAS,19,35
30205021,MATA DE GUINEO O VALLEJO,2,0
30205022,MATEO,55,156
30205023,MATEO ARRIBA,2,3
30205025,PALMAS BELLAS,517,1362
30205029,RESBALÓN,3,0
30205036,PUERTO ESCONDIDO,3,2
30205038,LA GLORIA (P),7,6
30205039,LIMÓN (P),3,15
30205040,PAULINO,8,0
30205042,CACAO,4,8
30205044,CLEMENCIA,3,2
30205045,DOS HERMANAS,1,0
30205049,REQUENEZ (P),8,28
30205050,CARDENILLO,5,7
30205052,CERRO TUTE,44,150
30205053,DOS HERMANAS NO.1,3,5
30205054,LA LOMA,37,114
30206003,LA UNIÓN O UNIÓN DE PIÑA,94,216
30206004,LAS NUBES,8,13
30206006,PIÑA (P),208,451
30206008,PUEBLO NUEVO,4,5
30206009,PUNTA DEL MEDIO,25,61
30206012,TARASCÓN,65,139
30206014,RÍO PIÑA (P),3,3
30206015,EL ENCANTO,2,0
30207005,LOS CAMARONES,88,175
30207006,BAILA MONOS,3,1
30207007,CAÑO CLARO,13,47
30207012,EL ESTILLERO,3,4
30207013,BARNIZAL,6,5
30207014,VEN ACÁ,1,0
30207015,EL COQUILLO,2,8
30207016,EL ESPAVÉ,2,4
30207017,QUEBRADA LEÓN,46,123
30207018,PIXVAE O EL PIXVAE,6,4
30207022,GANDONA,30,114
30207023,LA LECHONA,2,0
30207024,ICACAL,171,540
30207026,JIMENITO,6,12
30207027,CERRO BARBACOA,14,36
30207029,LA HICOTEA,6,21
30207031,ESCOBALITO,30,87
30207032,PIXVAE ARRIBA,7,25
30207033,EL BRILLANTE,3,1
30207034,LOS PUERCOS,1,0
30207036,PUNTA MARGARITA,22,44
30207039,NUEVA SEVILLA,18,40
30207041,PUEBLO VIEJO,113,308
30207042,EL CONGAL,22,63
30207045,RANCHO MALO,4,14
30207046,SALSIPUEDES,51,153
30207047,SALUD,154,308
30207049,JIMÉNEZ (P),3,4
30207053,BAJO BONITO,13,26
30207054,BARNIZAL ARRIBA,11,21
30207055,SALUD ARRIBA,14,19
30207056,ALTO MEMBRILLAR (P),4,5
30207057,CAÑO CLARO ARRIBA,7,11
30207058,CERRO PELADO,1,0
30207059,DOS HERMANAS,1,0
30207060,ICACAL ARRIBA,39,68
30207061,LA ENCANTADITA (P),2,1
30207063,LAS PALMITAS,2,3
30207064,ESCOBAL ABAJO,1,0
30207065,LAS PALMITAS DE ICACAL O LAS PALMERAS,47,121
30207066,ENTRADA DE GANDONA,5,17
30207067,EL GUAYACÁN,40,105
30301001,AGUACATE,30,52
30301004,BOCA DE PIXVAE,13,10
30301007,CAMPO ALEGRE,8,18
30301008,CAÑO REY ARRIBA,3,5
30301009,CERRO PELADO,6,16
30301010,CIRÍ,14,25
30301011,EL CHUMICO,4,0
30301012,DIEGO,86,270
30301015,EL NAZARET O EL CALABAZO,24,76
30301017,EL CEDRO No.1,7,22
30301018,EL CONEJO O BOCA DEL CONEJO,7,3
30301019,EL COPÉ,5,1
30301020,EL GRANADINO,8,37
30301021,IGUANERITO,4,0
30301022,EL MANGO,1,0
30301024,MANSUETO,9,9
30301028,EL TALLO,2,0
30301029,ICACO,10,23
30301032,LA HICOTEA,1,0
30301033,LA PALMA,14,20
30301035,LAS LAJAS,4,5
30301039,LA ZARAGOZA,4,7
30301040,LIMÓN,40,102
30301044,MIGUEL DE LA BORDA,273,593
30301045,MÓNICA O QUEBRADA MÓNICA,3,6
30301046,NUEVO CRISTÓBAL,3,3
30301047,ÑAÑO,2,6
30301049,PLATANAL,89,223
30301053,QUEBRADA GRANDE,27,47
30301056,EL QUEBRAÓN O CAÑO DEL REY,7,12
30301062,LA NEGRITA,1,0
30301063,CALETA TANQUE,3,4
30301065,PONTÓN,7,8
30301066,PONTONCITO,1,3
30301069,EL CHORRO No.1,3,1
30301072,CAÑO DEL MEDIO,4,13
30301076,EL VALLECITO,34,80
30301077,EL MONO,4,10
30301078,LOS LAURELES No.1,10,20
30301081,EL CRUCE O LOMA DEL SAÍNO,3,6
30301084,QUEBRADA VENAO,3,2
30301085,EL MANGUITO,14,46
30301086,EL BONGO DEL CRUCE,4,17
30301087,NUEVO SAN JUAN,9,21
30301088,NUEVO VERAGUAS,47,106
30301090,IGUANERITO ARRIBA,4,10
30301093,QUEBRADA LA COCA,2,9
30301095,EL CERILLO O QUEBRADA EL CERILLO,4,6
30301096,CABECERA DEL CACAO,1,0
30301098,NUEVA VICTORIA,6,10
30301099,LAS TRES PALMITAS,2,1
30301104,NUEVO COPÉ,11,25
30301105,QUEBRADITA,4,13
30301106,SHALÓN O LLANO VERDE,16,62
30301108,CERRO MONO No.2,6,16
30301110,CIRÍ ARRIBA,7,8
30301111,MADRE VIEJA,2,6
30301112,MOJA POLLO,2,3
30301113,SARDINOSA,1,0
30301114,CABECERA DE MAJAGUAL,1,3
30301116,QUEBRADA LOS TALLOS,3,4
30301119,LOS DOS BRAZOS DE PLATANAL,10,9
30301121,PUNTA PLATANAL,2,8
30301126,CERRO MONO,7,14
30301128,CABECERA DE AGUACATE,6,9
30301129,CABECERA DEL CAÑO DEL MEDIO,7,20
30301130,CABECERA DE IGUANERO,1,2
30301131,EL CHORRO No.2,3,12
30301132,EL ESCOBALITO,2,3
30301133,EL IGUANERITO,4,12
30301137,LA PEDREGOSA,4,3
30301138,LA TAGÜITA (P),6,9
30301140,LAS MINAS,5,12
30301141,LAS NEGRITAS,1,3
30301142,LOS FARALLONES,3,13
30301143,LOS LAURELES No.2,3,9
30301145,QUEBRADA LA TAGUA,5,12
30301146,SAN JOSÉ,1,4
30301148,DIEGO ARRIBA,8,5
30301149,CIÉNEGA,4,0
30301150,ARRIBA DEL CHORRO,3,12
30301151,CABECERA DEL RÍO DIEGO,3,0
30301154,CAMACHO,8,20
30301155,LA IGLESIA,4,0
30301156,LA BOCA DE BONGO,2,0
30301157,RÍO CAÑO,1,0
30301158,LA CANDILERA,8,0
30301160,BUENOS AIRES,1,4
30301161,CAMARÓN O QUEBRADA CAMARÓN,3,1
30301162,CABECERA DE IGUANERITO,1,7
30301163,LOS NARANJALES DE IGUANERITO,1,1
30301164,CAÑO DEL REY O LAS MERCEDES,3,14
30301165,MOLEJÓN,15,15
30301166,BOQUILLA DEL MANGO,3,6
30301167,EL CEDRO NO.2 O EL IGUANERO,8,20
30301168,LA JEJENA (P),1,8
30301169,EL CHORRO DE CAÑO DEL REY,6,13
30301170,LA FORTALEZA,2,2
30301172,LA COMPUERTA,2,3
30301173,LAS MINAS (P),4,19
30301175,QUEBRADITA ARRIBA,1,0
30302001,ALTO DE YANGÜEZ,4,10
30302003,BELÉN,47,130
30302007,SABANITA VERDE (P),81,260
30302008,BOCA DE ESCRIBANO,3,10
30302010,BOCA DE TOABRÉ (P),40,132
30302011,BOCA DE U,5,24
30302013,CALLE LARGA,37,72
30302017,CAÑO DEL REY,10,14
30302019,COCLÉ DEL NORTE,184,320
30302020,PALENQUE,1,9
30302021,CUATRO CALLES,8,29
30302022,CUATRO CALLECITAS,31,106
30302023,EL PONTÓN,8,9
30302024,CERRO VERDE,8,42
30302027,EL PAPAYO,7,32
30302030,EL TIGRE O QUEBRADA TIGRE,1,0
30302031,SANTA ELENA,15,47
30302033,PUEBLO VIEJO,18,36
30302034,LA BRUJA O QUEBRADA LA VIEJITA (P),4,8
30302042,SAN ROQUE,4,1
30302045,LOS TARROS,4,23
30302046,LOS TICOCLES (P),5,8
30302047,MANATÍ (P),5,12
30302052,PETAQUILLA,2,7
30302054,QUEBRADA LAS NICARAGUA,6,26
30302055,QUEBRADA TORTUGA,2,15
30302060,SAN LUCAS,79,255
30302071,CERRO PELADO,2,2
30302073,LA SARGENTA,6,24
30302075,SAN LUIS,32,103
30302077,LA TOMASA,2,2
30302079,CAMARONCITO,8,4
30302080,CAMARÓN,6,1
30302081,BARRANCO,1,0
30302082,BOCA DEL CAÑO,4,2
30302083,RÍO CAIMITO O CAIMITO,94,294
30302086,BOCA DEL RÍO CALZONEZ,3,3
30302088,BERRACO,5,0
30302090,LA PEÑA,10,37
30302093,BELORIZAR NO.1 (P),17,44
30302097,TRES BRAZOS DE TURBE (P),7,21
30302099,LA CARRERA,1,0
30302100,RÍO SANTIAGUITO,2,3
30302103,EL MADRIL (P),5,9
30302104,EL CHORRILLO,4,4
30302105,QUEBRADA LOS INDIOS,2,2
30302108,ALTO DEL COROCILLO,1,0
30302110,BOCA DE LA ENCANTADA (P),8,30
30302113,EL COLLAO,3,12
30302114,EL DESFILADERO,4,2
30302115,EL GUABO,1,6
30302117,EL MOGOLLÓN,3,1
30302120,LA ENGOSTURA,1,5
30302121,LA GLORIA,1,8
30302122,LA MACHA,9,59
30302124,LOS ALMENDROS,4,17
30302126,LOS TRES CAÑOS,1,8
30302127,MEDIA PLAYA,6,4
30302128,PALMILLA,75,230
30302129,QUEBRADA CACIQUE,1,0
30302130,QUEBRADA DE LOS NIETOS,8,29
30302133,SAN PABLO,40,184
30302134,SAN PEDRO,1,0
30302135,UVERITO O EL PORTETE,2,0
30302136,VISTA ALEGRE,35,161
30302137,ARENAL,2,0
30302138,CALETÓN,20,69
30302139,CALETÓN ARRIBA,4,8
30302140,ISLETA RINCONCITO,2,7
30302142,RÍO HOJA,2,1
30302143,BATEAL,8,28
30302144,BELENCILLO (P),13,44
30302145,BOCA CHICA,8,12
30302146,LA NEGRITA,1,0
30302147,MIGUELITO (P),4,13
30302148,NUEVO SINAÍ (P),47,186
30302149,QUEBRADA EL JENJIBRE,1,0
30302150,PETAQUILLA NUEVA LUCHA,63,411
30302157,BELENCITO,9,16
30302159,BOCA DE MOGOLLÓN,1,0
30302160,BOCA DE TULÚ (P),3,4
30302161,CAÑÓN,8,38
30302162,CUERNITO,1,0
30302163,EL CEDRO,4,3
30302165,EL ORTIGAL,9,14
30302166,GALLINA,2,6
30302168,ISLETA,1,4
30302169,LA ANGUILLA,1,0
30302170,LA BOCA DE RÍO CLARO,5,4
30302171,LA CONGA,5,8
30302172,LA CONGA NO.1,4,5
30302173,LA ENCANTADA ARRIBA (P),10,44
30302174,LA SARDINOSA,1,2
30302175,LA TABIDA,3,17
30302177,LOS CASTILLOS,1,5
30302178,LOS CEDROS,4,3
30302179,LOS COCOS,4,23
30302180,LOS OROS DE CUATRO CALLES,3,1
30302181,MANGUESAL,9,26
30302183,MONTE VIRGEN,26,102
30302184,NUEVO EDÉN,17,113
30302185,PINTA MOSO,3,14
30302186,RÍO CLARO,1,0
30302187,SAN LUIS CUATRO CALLES,23,111
30302188,TUCUESITO,3,11
30303002,BOCA DEL CAÑO SUCIO,20,46
30303004,BOCA DEL CONGAL,45,145
30303006,BOQUILLA DE ESCOBAL,13,42
30303007,EL BONGO,5,7
30303008,CACIQUE,7,14
30303013,EL PONCHOSO,5,22
30303015,EL BATEAL,4,8
30303019,SAN JOSÉ O EL CEDRO,26,112
30303020,EL CAIMITO,5,23
30303021,LA CHASLA,1,0
30303023,EL TORNO DEL JOBO,1,1
30303024,EL RONDÓN,5,8
30303025,JOBO CENTRO,17,48
30303028,LA BOCA DEL GUÁSIMO,148,308
30303031,LA COCA,1,2
30303032,LA HONDURA,2,8
30303037,LA PALIZADA,5,13
30303038,EL PATRIOTA,5,22
30303040,LA SARDINOSA,5,11
30303041,CERRO MIGUEL DE DONOSO,27,99
30303046,LAS MARAVILLAS (P),11,56
30303056,MIGUELITO (P),19,49
30303058,LOS CHORRITOS,2,10
30303063,NOMBRE DE DIOS,18,57
30303064,ROBALERO,3,0
30303068,ORTIGAL,5,24
30303071,QUEBRADA GERMÁN,12,30
30303072,HINOJAL,6,15
30303073,VILLA DEL CARMEN,104,304
30303077,NUEVA CONCEPCIÓN,28,96
30303078,LA FELICIDAD,4,10
30303084,EL GUANÁBANO,8,14
30303089,GUAYACÁN,2,2
30303090,LA TAGÜITA (P),4,17
30303091,AGUA FRESCA,4,8
30303093,LOS BAJITOS,12,32
30303094,RÍO CLARO,4,10
30303095,LAS MAÑANITAS,11,33
30303096,EL ALTO DE SANTA CRUZ,37,137
30303097,BELORIZAR NO.1 (P),37,153
30303098,PASO CARNAL,7,13
30303099,CHORRERITA,2,9
30303100,EL AJÍ,12,37
30303101,LOMA VILLA DEL CARMEN,8,22
30303103,LA TEJA,4,8
30303104,EL MORENO,4,24
30303106,CAMARÓN,1,2
30303107,LAS MINAS,9,40
30303109,LOS BLANCOS,3,17
30303110,BELORIZAR NO.2,1,3
30303111,CERRO DE LA ULLAMA,1,2
30303112,VALLE ESCOBAL,28,101
30303113,MIGUELITO ARRIBA (P),4,15
30303114,ESCOBAL ARRIBA,8,24
30303116,LAS CRUCES,9,33
30303117,LOS CHORRITOS DE SANTA MARÍA,16,52
30303118,LA PALMITA DE DONOSO,6,22
30303119,NUEVO HORIZONTE,9,36
30303122,EL RESUMIDERO,3,3
30303123,PATRIOTA ARRIBA,9,39
30303124,EL CASTILLO O SANTA LUCÍA,32,106
30303125,AGUA BUENA,1,6
30303126,ALTO DE LA CHASLA,2,9
30303127,ALTO EL PANAMÁ,6,15
30303129,LA ENCANTADA ARRIBA (P),1,5
30303130,CABECERA CONGAL,2,7
30303132,CABECERA DE CAÑO SIN PESCAO,3,16
30303133,CABECERA DEL JOBO,3,9
30303135,CERRO VIEJO,2,7
30303136,CHIRIBATAL O EL CHIVIRITAL,3,9
30303138,EL CUTARRO,3,7
30303139,EL ESTILLERO,12,22
30303140,GUESITAL,8,27
30303142,LA BALDOMERA,4,19
30303144,LA MANTEQUILLA,1,5
30303145,LA PALMA REAL,35,115
30303146,LA PEDREGOSA,2,6
30303147,LA PEÑALOSA,4,14
30303148,LA RASPADURA,4,27
30303149,LA TORTUGA,2,3
30303150,LAS CORRIENTES,7,13
30303151,LOMA BONITA,3,14
30303152,LLANO BONITO,2,7
30303153,NUEVO SAN JOSÉ,10,22
30303154,QUEBRADA MONO,1,5
30303156,SABANITAS DEL JOBO,1,8
30303157,UNIÓN COCLESANA,38,182
30303159,ALTO DE TIERRA BUENA,18,68
30303160,CAÑA BLANCA,3,6
30303162,BOCA DEL BATEAL,7,25
30303163,LA MIEL DE DONOSO,4,12
30303164,EL BARRERO,1,7
30303165,LAS MARGARITAS,10,17
30303166,LAS MINAS NO.2,2,12
30303167,QUEBRADA BELORIZAR,9,39
30303168,QUEBRADA EL TULÚ,6,15
30303169,QUEBRADA LA CHASLA,3,6
30303170,QUEBRADA LOS CUACOS,2,0
30303171,CABECERA DE YUNET,8,37
30303172,EL CAÑO DEL GUÁSIMO,4,23
30303173,QUEBRADA LA TIGRA,4,24
30303174,LOS ELEGIDOS (P),6,20
30304002,EL BONGO,4,5
30304003,CAÑO MAMEY,16,28
30304004,EL GOLFO,4,4
30304005,PUNTA GAVILÁN,2,1
30304006,GOBEA,177,413
30304007,GOBEITA No.1,32,73
30304009,LA HORMIGOSA,6,15
30304011,LA RAIZOSA,4,12
30304012,LA SARDINOSA,1,1
30304013,LAS TRES BOCAS,10,43
30304014,LOMA ALTA,10,29
30304015,LOS BRUJOS O LAS NEGRITAS,12,44
30304016,LOS ESPAVECES,4,6
30304017,PILÓN (P),5,1
30304018,PILONCITO,10,20
30304021,LAS NEGRITAS O EL VIEJITO,3,6
30304025,LA ANDRIONA,1,10
30304028,LA COCA,5,13
30304029,CAÑAFÍSTULO,9,41
30304030,LIMÓN,3,12
30304031,EL CEDRO,5,23
30304032,GOBEITA No.2,5,19
30304033,EL CACIQUE,5,13
30304035,EL SALTO,3,3
30304036,LOMA DE GOBEA,13,32
30304037,VIET COM,2,2
30304040,BAMBITO,10,19
30304043,QUEBRADA JAGUA,1,2
30304044,UVERO,2,6
30304045,LA VIGÍA,5,29
30304046,QUEBRADA MACHO,1,2
30305003,GUAYABALITO,38,99
30305004,BOCA DE RÍO INDIO,195,431
30305005,BRISAS DEL MAR,23,80
30305006,CASTILLITO,9,32
30305009,CHARCÓN O EL CHARCÓN (P),7,17
30305010,CHILAR (P),16,26
30305013,EL GUÁSIMO,14,41
30305014,EL JOBITO (P),5,8
30305017,GANDONA,29,92
30305019,LA CAÑAZA,4,6
30305020,LA CERDEÑA,6,17
30305021,LA JEJENA (P),14,48
30305024,LA PÓLVORA (P),8,5
30305026,LAS MINAS (P),21,80
30305031,PILÓN (P),32,67
30305033,EL PAPAYO (P),16,31
30305035,VENTURA (P),2,11
30305036,MI CAMPO,3,1
30305037,LOMA DE PILONCITO O ALTO PILONCITO,2,4
30305038,EL IGUANO,2,7
30305039,MIRAFLORES,1,3
30305041,CERRO PELAO (P),7,18
30305043,LA CANDELARIA,5,9
30305044,SANCUDERITO,1,3
30305045,LA MONTAÑUELA,3,8
30401002,BUENAVENTURA,157,385
30401003,CAN CAN,23,79
30401005,EL GUANCHE,146,326
30401006,IGUANITA,59,171
30401009,MARCO ANTONIO,2,0
30401010,MARÍA SOTO,95,138
30401011,MECHI,95,312
30401012,PORTOBELO,628,1614
30401016,NUEVO TONOSÍ,272,647
30401017,RÍO PIEDRA No.1,194,558
30401018,LA ANGOSTA O PLAYA LA ANGOSTA,60,169
30401019,BAJO MESA,9,15
30401020,LA ESCUCHA,60,98
30401021,CASCAJAL O DOS BOCAS,13,6
30401023,VALLE DE LA MEDIA LUNA,24,50
30401025,ALTOS DE LA CRUZ,63,212
30401027,PEÑA BLANCA O PEÑAS BLANCAS,6,6
30401032,CAMBONGO O CABONGO,1,1
30401033,RÍO CLARO,8,3
30401034,SANTA ISABEL,1,0
30401036,AL OTRO LADO,30,43
30401037,BAJO BONITO,2,0
30401039,CASCAJAL ARRIBA,5,2
30401040,ISLA DEL PADRE,2,2
30401043,PUNTA GORDA,23,32
30401044,QUEBRADA EL MACHO,5,14
30401045,RÍO BONITO,2,0
30401046,SAN AGUSTÍN,6,5
30401047,RÍO MORE,1,0
30401048,SANTA ELENA,2,2
30401049,EMBERÁ ERREBACHE-BRINDAR,3,1
30401050,FINCA LAS MAÑANITAS,1,0
30401051,RESIDENCIAL SAN MARINO,52,19
30402001,CACIQUE (P),85,110
30402002,JOSÉ POBRE O JOSÉ DEL MAR,84,149
30402003,MORE,3,2
30402004,PLAYA BLANCA ARRIBA O MALENA DE PLAYA BLANCA,4,4
30402005,PLAYA BLANCA,8,18
30402006,BOCA DE LA QUEBRADA,1,1
30402007,PUEBLO NUEVO,7,5
30402009,VILLA DEL CORTEZO,3,5
30402012,MAJAGUAL,5,7
30402013,MORE ARRIBA,1,1
30402014,FINCA TESORO VERDE,3,4
30402015,FINCA YVAGA,4,2
30403001,PUERTO LINDO O GARROTE,190,422
30403003,LOS YUNQUES,8,6
30403004,CANGÜE,42,94
30403005,ISLA CABRA,9,2
30403007,LA CUCARACHA,24,54
30403008,LA JAGUA,17,40
30403009,SAN ANTONIO (P),50,98
30403010,BALLESTILLA,83,192
30403012,LA MACANA,38,72
30403013,PUERTO NUEVO,10,4
30403015,BARTOLITO O BAHÍA LINTON,5,1
30403017,CACIQUE (P),19,26
30404001,ISLA GRANDE,219,244
30404002,JUAN GALLEGO,196,379
30404003,LA GUAIRA,157,239
30404007,SAN ANTONIO (P),53,106
30404008,CAÑO CIEGO,4,4
30404009,MANZANILLO,26,15
30404011,QUEBRADA GRANDE,1,1
30405001,COCO SOLO O LA TABLITA,109,350
30405004,LAS MERCEDES O VILLA LAURA,156,442
30405005,MARÍA CHIQUITA,769,1563
30405006,EL PORTETE,26,68
30405010,RÍO MANGA INDIO O MANGA INDIO,8,6
30405018,SIERRA LLORONA (P),6,6
30405019,EL ASERRÍO,62,119
30405020,RÍO PIEDRA NO.2,12,6
30405022,RÍO BRAZO CHICO,4,3
30405023,LA BANDERA,1,0
30405024,RÍO MADRE VIEJA,6,20
30405025,LAS MERCEDITAS,130,516
30405026,PLAYA ESCONDIDA,196,4
30501001,PALENQUE,297,407
30501002,NUEVO FLORES O SAÍNO (P),2,0
30501009,LA CALAMBRA,3,0
30501012,RÍO SAÍNO ARRIBA,1,0
30501013,RÍO SUAVE,32,16
30501015,VILLARREAL,41,71
30501016,VILLARREAL ADENTRO,7,14
30501019,RÍO SAÍNO (P),1,0
30502001,CUANGO,226,575
30502004,QUEBRADA LA PITA,4,8
30502005,SAN JUAN,2,3
30502006,SAN JUAN ARRIBA,12,8
30502008,SAN JOSECITO,4,0
30502011,RÍO SAN JOSÉ,1,3
30502012,MOCOSO,8,27
30502017,FINCA PINEDA,2,0
30503002,MIRAMAR,178,310
30503005,JUAN DÍAZ,1,0
30503007,LA LOMA,4,3
30503008,LA PIEDRECITA,8,21
30503009,ISLA MIRAMAR,1,0
30503010,BOQUILLA DEL HOYITO,7,9
30503011,SAN ANTONIO,10,21
30503013,LA ESCONDIDA,5,13
30503014,LLERENA,11,11
30503016,TAMARINDO,1,1
30504001,NOMBRE DE DIOS,481,839
30504004,BAJO CORRAL O RÍO FATO,25,14
30504006,BRAZO DE CEDRO,3,2
30504007,LA LÍNEA,63,127
30504008,LOS OLIVOS,2,0
30504010,PEÑA BLANCA,4,1
30504011,QUEBRADA CANOA,14,26
30504012,RÍO INDIO,15,16
30504013,MARIANO,8,14
30504014,JUAN MIGUEL,3,0
30504015,LAS MARGARITAS,9,17
30504018,LOS PAVOS,5,6
30504020,PLAYA DE DAMAS O PLAYA DAMAS,3,0
30504022,MOSTRENCOSA,2,1
30504023,QUEBRADA LA PRIETA,6,2
30504024,SAN ANTONIO (P),4,6
30504025,DOS BOCAS,8,10
30504026,LA UNIÓN SANTEÑA (P),4,0
30504027,BELLA VISTA,4,12
30504028,AGUA MUERTA,3,2
30504030,BRAZO DE TIGRE,2,0
30504031,LA HUACA,1,1
30504033,LAS PAVAS,3,2
30504035,NOMBRE DE DIOS ARRIBA,1,0
30504036,HOYO MESA,7,2
30504037,RAICERO,1,5
30504038,PLAYA ALTA,19,13
30504039,ALBONDIGA O RÍO SUCIO,1,2
30504040,CAÑO COCO,2,2
30504041,EL BONGO (P),1,0
30504042,GOLONDRINO,1,2
30504043,LAS GUABAS,7,1
30504044,MARGARITA,1,0
30504045,QUEBRADA PERDÍ,2,1
30504046,VIENTO FRÍO,2,1
30505001,PALMIRA,147,251
30505006,RÍO NEGRO,9,9
30505009,RÍO CULEBRA,2,7
30505011,RÍO TUMBA,9,8
30505013,BAJO OBISPO,2,0
30505014,CHARCO DULCE,1,0
30505015,DIANDÍ,4,14
30505016,GUÁGARA,12,12
30505017,PEÑA BOMBA,1,0
30505020,RANGALLOSA O EL PROGRESO (P),39,98
30505021,LAS MALDITAS (P),2,4
30505022,BRAZO IGNACIO,5,1
30506001,PLAYA CHIQUITA,64,154
30506005,CULEBRA O BOCA DE CULEBRA,3,5
30506006,FUTE,2,7
30506007,QUEBRADA GRANDE,1,0
30506008,RONSUAVO O BAJO GRANDE,11,16
30506011,NUEVO CANAJAGUA,1,0
30506012,PASO HONDO,1,0
30506015,LOMA BONITA,2,2
30506016,PUERTO PAVA,5,6
30506017,QUEBRADA EL TOTUMO,1,1
30506018,RÍO MATANZA,1,5
30506020,RANGALLOSA O EL PROGRESO (P),1,0
30507005,SANTA ISABEL,191,266
30507008,BAHÍA DE ESCRIBANO,2,0
30507009,BAJO GRANDE,1,0
30507010,COCUYE,3,0
30507011,CHITRA,4,5
30507013,LAS MALDITAS (P),4,3
30507014,LOS CALETONES,4,2
30508001,VIENTO FRÍO,257,468
30508002,NUEVO FLORES O SAÍNO (P),8,13
30508004,EL CRUCE,22,45
30508005,LA UNIÓN SANTEÑA (P),19,18
30508006,EL BONGO (P),4,5
30508007,LA HORQUETA DE BARRO,2,0
30508008,PICY O EL MARAÑÓN,21,35
30508010,EL INGLÉS,2,0
30508011,RÍO SAÍNO (P),1,3
30601002,CANOA (P),38,90
30601003,NAZARENO (P),32,104
30601004,COCLESITO (P),578,1657
30601008,VICTORIA,1,1
30601031,JUANCHÓN (P),1,0
30601036,LA JURURÚA (P),2,0
30601038,ALTO DE LA CRUZ (P),3,4
30601051,GALLINERO (P),9,6
30601056,SAN ANTONIO O NICARAGUA,3,0
30601062,MANDINGA,1,0
30601063,SANTA LUCÍA (P),3,3
30602001,BOTIJA (P),11,28
30602002,NUEVO SINAÍ (P),72,400
30602003,SAN BENITO (P),31,130
30602004,BROMA,2,12
30602005,COCLESITO (P),1,0
30602006,EL PIFÁ,5,3
30602008,NUEVA ESPERANZA,51,276
30602009,PERA,10,40
30603001,BOCA DE LIMÓN O NUEVO SAN JOSÉ,75,255
30603002,BOTIJA (P),6,19
30603003,HIGUERONES,7,16
30603004,JAMAICA (P),4,32
30603005,LA CEIBA,15,35
30603006,LAS QUEBRADAS DE TURBE,8,25
30603007,MOLEJÓN O LOS MOLEJONES (P),25,83
30603008,NAZARENO (P),7,20
30603010,SAN BENITO (P),15,57
30603011,SAN JUAN DE TURBE,98,259
30603012,ALTO DE LA CRUZ (P),2,6
30603013,EL CANAL (P),1,0
40101001,ALANJE,519,1470
40101003,LA PITA (P),89,251
40101005,MOSTRENCO (P),269,698
40101006,LA PITA ABAJO (P),8,23
40101009,BARRIADA BUENA VISTA,23,67
40101010,BAJO CHIRIGAGÜA O CHIRIGAGÜA (P),78,374
40101011,JARQUIN,9,30
40101012,JARQUINCITO,7,25
40101013,POSADA BERROA,2,85
40101014,BARRIADA ETCHELECU,74,163
40101015,RESIDENCIAL VILLA VINCENT,20,0
40102003,CHANGUINA (P),34,82
40102005,DIVALÁ,832,2427
40102009,EL JOBITO (P),6,12
40102030,LA GURGULLA (P),33,88
40102031,LA LAGUNA,59,167
40102032,LA PEÑA,37,151
40102033,LA PICADURA,2,2
40102037,LOS ÁRBOL PANES,14,37
40102038,LOS LIMONES,134,283
40102045,SAN MARTÍN ABAJO,15,55
40102046,SIOGUÍ ABAJO (P),80,192
40103001,BAJO CHIRIGAGÜA O CHIRIGAGÜA (P),24,92
40103003,EL TEJAR,88,245
40103005,LA LORA,25,87
40103006,LA PITA (P),108,238
40103007,LOMA DE SAN PEDRO,283,756
40103008,SITIO LÁZARO (P),25,58
40103009,VELADERO,241,637
40103011,FINCA LA ACHACONA,1,0
40103012,LA PITA ARRIBA (P),1,0
40104001,BACHAGRA,1,0
40104002,CABREÑO,1,8
40104003,EL CACAO,28,47
40104005,GUARUMAL,683,1812
40104006,GUÁSIMO,112,319
40104007,LA BARQUETA,112,31
40104008,LA MARTINA,39,109
40104009,SABANETA,1,2
40104010,LOS CHIRIQUÍES,1,1
40104011,LOS POCITOS,53,119
40104012,MEMBRILLAL,14,47
40104013,MOSTRENCO (P),18,38
40104014,PAJA BLANCA,57,162
40104018,BOCA DE HACHA,3,2
40104020,EL JOBO,3,1
40104021,BARQUETA NICE (P),26,0
40104022,LAS OLAS VILLA,7,2
40104023,URBANIZACIÓN LAS BRISAS DE ALANJE,32,43
40105001,ALTO LA PLAYA,27,78
40105003,CORNOZUELO,31,62
40105005,LA ORTEGA,8,29
40105006,LAS MORAS,62,187
40105007,LLANO GRANDE (P),19,66
40105009,PALO GRANDE O SABANA BONITA,95,205
40105011,BARQUETA NICE (P),34,15
40106001,CALABAZAL O CABEZONES,5,19
40106002,ORILLAS DEL RÍO,327,860
40106003,QUERÉVALO,419,998
40106005,LA BERLINA (P),7,6
40106006,LA LORA,34,123
40106007,BAJO HONDO (P),1,0
40107002,ESTERO RICO,3,4
40107003,LA CUCUA,82,198
40107004,LA CUCUA DE SAN MARTÍN,30,68
40107005,LA TRINCHERA,1,1
40107006,MONTE GRANDE,16,42
40107008,SANTO TOMÁS,322,796
40107009,SAN MARTÍN (P),177,395
